id,fund_id,object_id,name,funded_at,raised_amount,raised_currency_code,source_url,source_description,created_at,updated_at
456,456,f:3854,Fund I,2011-08-31,180000000.0,USD,http://techcrunch.com/2011/08/31/impressive-list-of-u-s-investors-drops-180-million-into-chinese-startup-incubator/,Impressive List Of U.S. Investors Drops $180 Million Into Chinese Startup Incubator,2011-04-27 03:19:55,2012-08-14 09:49:15
457,457,f:5,Fund IV,2011-04-28,425000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110427e74s001e1&r=Rss&s=DJFVW,"Not Afraid To Pay Up, Meritech Capital Closes $425M Fund",2011-04-28 03:31:24,2011-04-28 03:31:24
458,458,f:286,Matrix Partners China II,2011-04-29,350000000.0,USD,http://www.masshightech.com/stories/2011/04/25/daily68-Matrix-closes-650M-in-two-new-funds.html,Matrix closes $650M in two new funds,2011-04-30 02:02:21,2011-04-30 02:02:21
459,459,f:286,Matrix Partners India II,2011-04-29,300000000.0,USD,http://www.masshightech.com/stories/2011/04/25/daily68-Matrix-closes-650M-in-two-new-funds.html,Matrix closes $650M in two new funds,2011-04-30 02:02:21,2011-04-30 02:02:21
461,461,f:3181,SV Angel III,2011-05-05,40000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110504e755001jl&r=Rss&s=DJFVW,SV Angel Raising $40M Fund,2011-05-05 03:31:47,2011-05-05 03:31:47
462,462,f:6599,Partnerinvest Norr 1,2009-09-01,32000000.0,USD,,,2011-05-10 12:47:00,2011-05-12 05:31:03
463,463,f:6140,Angel Round,2011-04-13,600000.0,USD,http://www.investiere.ch/en/blog/investierech-raises-600-000-scale-its-startup-financing-platform,SWISS VENTURE CAPITAL FIRM RAISES $600 000 TO SCALE UP UNTRADITIONAL START-UP FINANCING PLATFORM,2011-05-12 11:58:44,2011-05-13 20:13:27
464,464,f:1140,Tandem Fund II L.P.,2011-05-12,40000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110512e75d001e1&r=Rss&s=DJFVW,Tandem Entrepreneurs Sets $40M Target For Second Fund,2011-05-13 03:45:54,2011-05-13 03:45:54
466,466,f:66,Khosla Ventures IV,2011-06-19,1050000000.0,USD,http://gigaom.com/cleantech/khosla-raising-1-05b-fourth-fund/,Khosla Raising Over $1B in Fourth Fund,2011-05-21 04:01:52,2011-05-21 04:01:52
467,467,f:7448,GCP III,2011-05-20,160000000.0,GBP,http://www.finsmes.com/2011/05/growth-capital-partners-closes-160m-mid-market-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Growth Capital Partners Closes Â£160M Third Lower Mid-Market Fund,2011-05-21 09:50:13,2011-05-21 09:50:13
469,469,f:4691,Fund II,2011-05-23,25000000.0,USD,http://techcrunch.com/2011/05/23/lerer-ventures-raises-second-25m-seed-fund-for-nyc-startups/,Lerer Ventures Raises Second $25M Seed Fund for NYC Startups,2011-05-24 01:36:59,2011-05-24 01:39:08
470,470,f:7466,Fund II,2011-05-24,125000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=29&aid=DJFVLS0020110525e75p0002t&r=Rss&s=DJFVLS,Chinese VC IPV Capital Rounds Up $125M For Second Fund,2011-05-25 04:42:12,2011-05-25 04:42:12
471,471,f:7469,Agility Fund lll,2011-05-25,0.0,USD,http://www.businesswire.com/news/home/20110525005553/en/Agility-Ventures-Announces-Investment-Fund-Funds-Provide,Agility Ventures Announces Third Investment Fund; First Two Funds Provide Healthy Returns on Broadband Financing,2011-05-25 14:07:40,2011-05-25 14:07:40
472,472,f:2878,Fund III,2011-05-25,45600000.0,EUR,http://www.finsmes.com/2011/05/open-ocean-capital-holds-close-fund-e40m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Open Ocean Capital Holds First Close of Fund Three at â¬40M,2011-05-26 02:15:42,2012-10-02 20:25:16
474,474,f:1241,Fund I,2011-05-31,14100000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110531e761001ba&r=Rss&s=DJFVW,"With Upstate NY Focus, Cayuga Gathers $14M For New Fund",2011-06-01 04:31:39,2011-06-01 04:31:39
475,475,f:7431,Launch Pad Ignition 2011,2011-03-15,130000.0,USD,,,2011-06-01 21:12:23,2011-06-01 22:00:17
476,476,f:239,Nauta Tech Invest III,2011-06-01,104850000.0,EUR,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110601e762000gt&r=Rss&s=DJFVW,Spain's Nauta Capital Closes Third Fund With $150M,2011-06-02 03:29:52,2013-05-21 21:09:27
477,477,f:7506,The Mojo Investment Fund,,0.0,USD,,,2011-06-05 22:59:12,2011-06-07 14:25:27
478,478,f:7518,Peterson Partners Fund VI,2011-06-06,50000000.0,USD,http://www.finsmes.com/2011/06/peterson-partners-closes-private-equity-fund-50m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Peterson Partners Closes Private Equity Fund at $50M,2011-06-07 12:25:24,2011-06-07 12:25:24
479,479,f:3186,EIS RoundTable Syndicate Fund,2008-06-08,420000.0,GBP,http://www.finsmes.com/2011/06/london-business-angels-launches-420k-hmrc-approved-eis-roundtable-syndicate-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,London Business Angels Launches Â£420K HMRC Approved EIS RoundTable Syndicate Fund,2011-06-09 04:12:03,2011-06-09 04:12:03
480,480,f:2063,BlueCross BlueShield Venture Partners II,2011-06-09,176900000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=29&aid=DJFVLS0020110609e7690002u&r=Rss&s=DJFVLS,BlueCross BlueShield Closes Second Health Venture Fund At $176M,2011-06-09 13:58:24,2011-06-09 13:58:24
481,481,f:641,Sofinnova Capital V,2005-02-07,385000000.0,USD,http://www.sofinnova.fr/sofinnova-partners-closes-fifth-fund-at-%80385-actu-269.php,Sofinnova Partners Closes Fifth Fund at â¬385 Million,2011-06-14 14:57:38,2011-06-16 15:28:25
482,482,f:641,Sofinnova Capital IV,2001-04-26,330000000.0,USD,http://www.sofinnova.fr/sofinnova-partners-raises-eur-330-million-for-its-news-77.php,Sofinnova Partners raises EUR 330 million for its new fund,2011-06-14 14:58:58,2011-06-16 15:28:29
483,483,f:6604,Yuuwa Capital LP IIF,2009-11-07,40000000.0,USD,http://minister.innovation.gov.au/Carr/MediaReleases/Pages/$40MILLIONTOBOOSTINNOVATIVESTART-UPSINWA.aspx,Australian Government Press Release,2011-06-15 02:50:02,2011-06-15 02:51:47
484,484,f:4,Accel XI,2011-06-16,475000000.0,USD,http://techcrunch.com/2011/06/16/accel-1-35-billion/,Accel Partners Closes $1.35 Billion In Two Funds,2011-06-17 03:56:47,2011-06-17 03:56:47
485,485,f:4,Accel Growth Fund II,2011-06-16,875000000.0,USD,http://techcrunch.com/2011/06/16/accel-1-35-billion/,Accel Partners Closes $1.35 Billion In Two Funds,2011-06-17 03:56:47,2011-06-17 03:56:47
487,487,f:1430,Health-Care Fund V,2011-06-17,25000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110617e76h000b5&r=Rss&s=DJFVW,Clayton Associates Nears $25M First Closing For Health-Care Fund,2011-06-18 03:38:19,2011-06-18 03:38:19
488,488,f:1285,Cleantech Europe II,2011-06-20,230000000.0,EUR,http://www.zouk.com/en/news-archive-details/items/Zouk-raises-europes-largest-dedicated-clean-technology-fund.html?year=2011,Zouk raises Europeâs largest dedicated clean technology fund,2011-06-21 03:34:50,2011-06-21 03:34:50
489,489,f:7592,VMG Partners II,2011-06-22,375000000.0,USD,http://www.finsmes.com/2011/06/vmg-partners-closes-pe-fund-375m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,VMG Partners Closes PE Fund at $375M,2011-06-22 11:37:32,2011-06-22 11:37:32
490,490,f:3724,CincyTech Fund II,2011-06-22,4400000.0,USD,http://www.finsmes.com/2011/06/cincytech-closes-fund-4-4m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,CincyTech Closes New Fund at $4.4M,2011-06-23 02:41:52,2011-06-23 02:41:52
491,491,f:262,DAG Ventures V-QP,2011-06-24,500000000.0,USD,http://venturebeat.com/2011/06/24/dag-ventures-fund-v/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29,Breaking: DAG Ventures raising new $500M fund,2011-06-25 02:21:06,2011-06-25 02:21:06
492,492,f:1190,Harbert Venture Partners III,2011-06-28,56300000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110628e76t000p1&r=Rss&s=DJFVW,Harbert Management Closes On $56M Toward Third Venture Fund,2011-06-29 02:18:14,2012-04-17 03:24:26
493,493,f:7632,Crossmedia Fund,2006-01-01,150000000.0,EUR,,private,2011-06-30 09:09:43,2011-06-30 18:01:53
494,494,f:890,Fund VII,2012-02-28,249000000.0,USD,http://www.finsmes.com/2012/02/edison-ventures-closes-fund-vii-249m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Edison Ventures Closes Fund VII at $249M,2011-07-02 03:07:25,2012-02-29 03:23:34
495,495,f:3258,China-focused investment fund IV,2011-07-06,350000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110706e7760005m&r=Rss&s=DJFVW,GSR Ventures Raises $350M For Fourth Fund,2011-07-07 02:02:58,2011-07-07 02:02:58
496,496,f:7025,H.I.G. Growth Equity Fund II,2011-07-06,500000000.0,USD,http://www.finsmes.com/2011/07/h-i-g-capital-closes-private-equity-fund-500m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,H.I.G. Capital Closes Private Equity Fund at $500M,2011-07-07 06:56:48,2011-07-07 06:56:48
497,497,f:7687,Axxon Brazil Private Equity Fund II,2011-07-10,315000000.0,USD,http://www.finsmes.com/2011/07/axxon-group-closes-private-equity-fund-315m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Axxon Group Closes Second Private Equity Fund at $315M,2011-07-11 01:43:49,2011-07-11 01:43:49
498,498,f:7689,Committed Advisors Secondary Fund I,2011-07-11,257000000.0,EUR,http://www.finsmes.com/2011/07/committed-advisors-closes-secondary-fund-e257m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Committed Advisors Closes Secondary Fund at â¬257M,2011-07-11 11:50:42,2011-07-11 11:50:42
499,499,f:1170,Fund VI,2011-07-11,405000000.0,USD,http://techcrunch.com/2011/07/11/industry-ventures-closes-400-million-secondary-fund-exceeds-1b-of-capital/,"Industry Ventures Closes $400 Million Secondary Fund, Exceeds $1B Of Capital",2011-07-12 03:53:00,2013-12-06 09:32:24
500,500,f:7696,Buyout and growth capital fund,2011-07-12,400000000.0,USD,http://www.finsmes.com/2011/07/shamrock-capital-advisors-closes-400m-buyout-growth-capital-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Shamrock Capital Advisors Closes $400M Buyout and Growth Capital Fund,2011-07-12 10:25:48,2011-07-12 10:25:48
501,501,f:1316,Fund III,2012-04-05,282200000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120405e845r3vms&r=Rss&s=DJFVW,Third Fund From Ceyuan Ventures Reaches $282M,2011-07-13 01:57:41,2012-04-06 00:59:58
502,502,f:173,Shasta Ventures III,2011-09-21,265000000.0,USD,http://techcrunch.com/2011/09/21/shasta-ventures-closes-new-265-million-iii-fund/,Shasta Ventures Closes New $265 Million III Fund,2011-07-16 02:54:28,2011-09-22 04:39:19
503,503,f:7429,Aurus Tecnologi­a,2010-03-01,0.0,USD,http://www.aurus.cl,,2011-07-18 13:44:50,2011-12-16 08:57:00
504,504,f:7429,Aurus Tecnologi­a,2010-03-01,0.0,USD,,,2011-07-18 13:46:26,2011-12-16 08:57:00
505,505,f:7429,Aurus Bios,2010-03-01,0.0,USD,http://www.aurus.cl,,2011-07-18 13:47:22,2011-07-21 18:50:33
507,507,f:6337,Fund II,2011-07-19,0.0,USD,http://www.finsmes.com/2011/07/rock-hill-capital-group-completes-initial-closing-fund-ii.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Rock Hill Capital Group Completes Initial Closing of Fund II,2011-07-20 03:49:37,2011-07-20 03:49:37
508,508,f:6927,Private Equity Fund VIII,2011-07-21,4500000000.0,USD,http://www.finsmes.com/2011/07/berkshire-closes-eighth-private-equity-fund-4-5bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Berkshire Closes Eighth Private Equity Fund at $4.5BN,2011-07-21 10:09:27,2011-07-21 10:09:27
509,509,f:7429,Aurus Insignia,,0.0,USD,,,2011-07-21 18:08:19,2011-07-21 18:50:33
510,510,f:7429,Aurus Renta Inmobiliaria,,0.0,USD,,,2011-07-21 18:08:19,2011-07-21 18:50:33
511,511,f:2263,Growth Equity Fund,2011-07-21,400000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110721e77l0002t&r=Rss&s=DJFVW,Craton Equity Raising $400M Growth Equity Fund,2011-07-22 02:49:32,2011-07-22 02:49:32
512,512,f:346,Advent Private Equity Fund IV,2005-12-15,128.0,GBP,,,2011-07-24 22:01:46,2011-07-25 19:26:14
513,513,f:6,Founders Fund II,2007-01-01,220000000.0,USD,,,2011-07-25 18:26:54,2013-05-22 21:05:45
515,515,f:6876,Fund III,2011-07-25,220000000.0,GBP,http://www.finsmes.com/2011/07/endless-closes-turnaround-fund-220m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Endless Closes Third Turnaround Fund at Â£220M,2011-07-26 03:50:02,2011-07-26 03:50:02
516,516,f:174,Emergence Capital Partners III,2011-07-26,200000000.0,USD,http://venturebeat.com/2011/07/26/emergence-200-million-fund/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29,Emergence Capital Partners raising $200M fund,2011-07-27 02:42:31,2011-07-27 02:42:31
517,517,f:1170,Fund V,2009-03-23,26500000.0,USD,http://www.industryventures.com/Industry_Ventures_Closes_265_Million_Fund_V.html,Industry Ventures Closes $265 Million Fund V,2011-07-27 18:12:48,2013-12-06 09:32:24
518,518,f:1330,Fund II,2011-07-28,300000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110728e77t0018i&r=Rss&s=DJFVW,Virgin Green Fund Targets $300M For Fund II,2011-07-29 04:03:13,2011-07-29 04:03:13
519,519,f:5928,Fund I,2011-08-01,30000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110801e782001e1&r=Rss&s=DJFVW,500 Startups Halfway To $30M Fund,2011-08-02 06:02:41,2012-06-20 02:14:22
521,521,f:2534,Tencent,2010-04-10,300000000.0,USD,http://paidcontent.org/article/419-tencent-invests-300-million-in-digital-sky-technologies/,Tencent Invests $300 Million In Facebook And Zynga Backer Digital Sky Technologies,2011-08-02 16:35:04,2011-08-02 16:35:04
522,522,f:2534,Naspers,2011-08-02,388000000.0,USD,http://www.dailymarkets.com/stock/2010/07/13/naspers-to-buy-287-stake-in-digital-sky-technologies-update/,Naspers To Buy 28.7% Stake In Digital Sky Technologies,2011-08-02 16:35:05,2011-08-02 16:35:05
523,523,f:269,Fund V,2011-08-03,230000000.0,USD,http://www.xconomy.com/new-york/2012/11/02/rre-ventures-closes-230-million-fund/,RRE Ventures Closes $230 million Fund,2011-08-04 03:57:21,2013-05-14 05:51:03
524,524,f:5957,Fund 1,2009-01-01,10000000.0,USD,http://en.wikipedia.org/wiki/Joshua_Kushner,Wikipedia,2011-08-04 20:07:24,2012-09-07 11:50:00
527,527,f:2304,Fund,2011-08-09,170000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=29&aid=DJFVLS0020110810e78a00002&r=Rss&s=DJFVLS,"Kaiser Permanente Ventures Brings Fund Total To $170M, Adds To Team",2011-08-10 02:50:20,2011-08-10 02:50:20
528,528,f:5233,ff Green Venture Capital Fund,1999-12-01,0.0,USD,,,2011-08-10 18:58:08,2012-06-25 21:51:48
529,529,f:367,Ultrabook Fund,2011-08-10,300000000.0,USD,http://techcrunch.com/2011/08/10/intel-capital-launches-300m-ultrabook-fund-to-invest-invest-in-lightweight-personal-computing-technologies/,Intel Capital Launches $300M Ultrabook Fund To Invest In Tablet Technologies,2011-08-11 03:33:28,2011-08-11 03:33:28
530,530,f:2271,Waterland Private Equity Fund V,2011-08-12,1100000000.0,USD,http://www.finsmes.com/2011/08/waterland-private-equity-investments-closes-fund-e1-1bn.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Waterland Private Equity Investments Closes Fifth Fund at â¬1.1BN,2011-08-13 02:58:49,2011-08-13 02:58:49
531,531,f:1914,Signal Peak Technology Ventures,2011-08-12,24200000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110812e78f00105&r=Rss&s=DJFVW,Canopy Ventures Managers Raise $24M For Signal Peak Fund,2011-08-13 03:53:41,2011-08-13 03:53:41
532,532,f:2489,Hatteras Venture Partners IV,2013-01-07,125000000.0,USD,http://www.finsmes.com/2013/01/hatteras-venture-partners-closes-fourth-fund-125m.html,Hatteras Venture Partners Closes Fourth Fund at $125M,2011-08-18 02:10:51,2013-01-08 03:34:45
534,534,f:648,Covera Ventures Fund II,2011-08-18,125000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110818e78i0002u&r=Rss&s=DJFVW,Covera Ventures Raising Second Fund In 'Very Noisy Market',2011-08-18 11:54:15,2011-08-18 11:54:15
535,535,f:443,DCM Fund VI,2010-07-21,400000000.0,USD,http://deals.venturebeat.com/2010/07/21/dcm-fund-slingbo/,"Venture firm DCM raises $400M fund, enlists Slingbox creator",2011-08-19 00:35:39,2011-08-19 00:35:39
536,536,f:5957,Fund II,2011-08-22,40000000.0,USD,http://techcrunch.com/2011/08/22/thrive-capital-raises-new-40-million-scalable-fund/,Thrive Capital Raises New $40 Million âScalableâ Fund,2011-08-23 01:57:52,2011-08-23 01:57:52
537,537,f:7932,SK Capital Partners III,2011-08-19,500000000.0,USD,http://www.skcapitalpartners.com/content/sk-capital-partners-closes-first-institutional-fund-500-million-hard-cap,SK CAPITAL PARTNERS CLOSES FIRST INSTITUTIONAL FUND AT $500 MILLION HARD CAP,2011-08-23 03:47:17,2011-08-23 03:47:17
538,538,f:244,MentorTech Ventures III LP,2011-08-23,40000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110823e78o000jh&r=Rss&s=DJFVW,MentorTech Raising $40M Third Fund For U. Penn Spin-Outs,2011-08-24 04:04:32,2011-08-24 04:04:32
539,539,f:4769,Fund I,2011-08-25,47000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110825e78q0015q&r=Rss&s=DJFVW,Osage Partners Collects $47M For Latest Fund,2011-08-26 02:56:31,2011-08-26 02:56:31
540,540,f:7886,PALgenesis,2011-09-15,200000.0,USD,,,2011-08-26 17:55:38,2011-09-19 03:31:18
541,541,f:7977,Tennenbaum Opportunities Fund VI,2011-08-30,530000000.0,USD,http://www.finsmes.com/2011/08/tennenbaum-capital-partners-closes-530m-fund-vi.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Tennenbaum Capital Partners Closes $530M Fund VI,2011-08-30 11:56:21,2011-08-30 11:56:21
543,543,f:2250,Health-Care royalties fund I,2011-08-31,600000000.0,USD,http://www.fiercebiotech.com/story/orbimed-launches-600m-fund-royalty-debt-deals/2011-08-31?utm_medium=rss&utm_source=rss,"OrbiMed launches $600M fund for royalty, debt deals",2011-09-01 02:15:40,2011-09-01 02:15:40
544,544,f:7999,CrunchFund I,2011-09-01,27000000.0,USD,http://finance.fortune.cnn.com/2013/05/07/crunchfunds-future/,CrunchFund's future,2011-09-01 18:51:44,2013-10-11 00:06:01
545,545,f:379,WI Harper Fund VII,2011-09-01,110000000.0,USD,http://www.finsmes.com/2011/09/wi-harper-group-closes-wih-fund-7-110m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,WI Harper Group Closes WIH Fund 7 at $110M,2011-09-02 03:47:30,2011-09-02 03:48:34
546,546,f:1006,Fund III,2011-09-06,51000000.0,EUR,http://www.finsmes.com/2011/09/creathor-venture-holds-close-fund-e51m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Creathor Venture Holds First Close of Third Fund at â¬51M,2011-09-07 04:35:29,2011-09-07 04:35:29
547,547,f:1334,JVP Opportunity VI,2011-09-07,80000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110907e798001md&r=Rss&s=DJFVW,Jerusalem Venture Partners Closes $80M Late-Stage Fund,2011-09-08 03:40:13,2011-09-08 03:40:13
548,548,f:5747,Promotora Venture Capital - Progresa,2009-07-01,22.0,USD,,,2011-09-10 14:07:06,2011-09-18 13:38:37
549,549,f:5747,Promotora Growth Capital - Escala,2009-03-01,45.0,USD,,,2011-09-10 14:08:27,2011-09-18 13:38:42
550,550,f:2737,Fund I,2011-09-12,27000000.0,USD,http://techcrunch.com/2011/09/12/freestyle-capital/,Freestyle Capital Now More Formal With $27 Million Fund,2011-09-13 01:41:21,2011-09-13 01:41:21
551,551,f:8061,FCP Fund II,2011-09-13,91000000.0,USD,http://www.finsmes.com/2011/09/capital-partners-raises-91m-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,First Capital Partners Raises $91M with Second Fund,2011-09-13 12:31:36,2011-09-13 12:31:36
552,552,f:134,Menlo Talent Fund,2011-09-13,20000000.0,USD,http://venturebeat.com/2011/09/13/menlo-talent-fund-disrupt/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Venturebeat_deals+%28VentureBeat+%C2%BB+Deals+%26+More%29,Menlo Ventures starts $20M early-stage investment fund,2011-09-14 02:23:44,2011-09-14 02:23:44
553,553,f:7255,Maiden Fund,2011-09-14,100000000.0,USD,http://www.finsmes.com/2011/09/renovus-capital-partners-raises-100m-maiden-fund.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Renovus Capital Partners Raises $100m for Maiden Fund,2011-09-15 02:02:31,2011-09-15 02:02:31
554,554,f:3586,Health-Care Fund,2011-09-14,159300000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110914e79f000ul&r=Rss&s=DJFVW,Longitude Capital Gathers $159M Toward New Health-Care Fund,2011-09-15 02:44:45,2011-09-15 02:44:45
555,555,f:624,SEP IV,2011-01-05,200000000.0,GBP,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020120105e815nthqs&r=Rss&s=DJFVW,Scottish Equity Corrals GBP200M For Fourth Fund,2011-09-16 04:13:40,2012-01-06 04:48:58
556,556,f:6204,Fund I,2011-09-20,209000000.0,EUR,http://www.finsmes.com/2011/09/square-closes-pe-fund-e209m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,G Square Closes First PE Fund at â¬209M,2011-09-21 03:01:38,2011-09-21 03:01:38
557,557,f:2759,Avrio Ventures LLP II,2011-09-22,50000000.0,USD,http://www.finsmes.com/2011/09/avrio-ventures-holds-close-fund-50m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Avrio Ventures Holds First Close of Second Fund at $50M,2011-09-23 01:59:10,2011-09-23 01:59:10
558,558,f:7833,Debut Fund,2011-09-26,130000000.0,USD,http://www.finsmes.com/2011/09/level-equity-closes-fund-130m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Level Equity Closes New Fund at $130M,2011-09-23 05:12:13,2011-09-27 03:56:51
560,560,f:8152,Fund I,2011-09-29,10000000.0,EUR,http://techcrunch.com/2011/09/29/vienna-based-speedinvest-closes-10m-fund-for-central-europe/,Vienna-based Speedinvest Closes $10m Fund For Central Europe,2011-09-30 01:19:54,2013-10-23 11:16:46
562,562,f:49,Fund IV,2011-09-30,96000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110930e7a3000p2&r=Rss&s=DJFVW,Storm Ventures Raises $56.4M Toward Fourth Fund,2011-10-01 02:05:34,2013-12-04 01:08:17
563,563,f:528,Fund II,2012-05-01,85000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020110930e7a3000p1&r=Rss&s=DJFVW,Second Fund From Kepha Partners Reaches $73.7M,2011-10-01 02:08:43,2013-04-08 00:03:43
564,564,f:3609,Greener Capital Partners II,2011-10-05,33000000.0,USD,http://www.finsmes.com/2011/10/greener-capital-holds-close-cleantech-fund-33m.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+finsmes%2FcNHu+%28FinSMEs%29,Greener Capital Holds First close of Second CleanTech Fund at $33M,2011-10-06 03:09:16,2011-10-06 03:09:43
565,565,f:5869,Siemer Ventures Fund 1,,8000000.0,USD,,,2011-10-10 22:23:34,2011-10-16 23:48:24
566,566,f:5869,Siemer Ventures Fund II,,30000000.0,USD,http://www.socaltech.com/siemer_ventures_targets_new_fund/s-0037206.html,,2011-10-10 22:24:14,2012-10-10 21:36:05
567,567,f:1280,Denominated Fund III,2011-10-10,400000000.0,USD,https://www.fis.dowjones.com/article.aspx?ProductIDFromApplication=32&aid=DJFVW00020111010e7ab000m9&r=Rss&s=DJFVW,"Riding Chinese 'Mega-Trends,' Northern Light Closes $400M Fund",2011-10-11 02:27:21,2011-10-11 02:27:21
568,568,f:8136,CAP Ventures I,2007-01-01,16000000.0,USD,http://www.cap.com.ar,CAP Ventures site,2011-10-12 18:48:19,2011-10-17 01:49:04
569,569,f:1480,"Millennium Technology Value Partners II, L.P.",,284000000.0,USD,http://www.prnewswire.com/news-releases/millennium-technology-value-partners-ii-lp-closes-on-280-million-for-new-fund-92082449.html,"Millennium Technology Value Partners II, L.P. Closes on New Fund",2011-10-12 22:33:12,2011-10-17 01:53:50
